,x,y,z,density_qmc,vxc_qmc,erbar_qmc
0,0.0,0.0,0.0,1.2217113758970544,-0.543965865200059,0.0003288266630312
1,0.1680671875,0.1680671875,0.0,1.3829010966332127,-0.8104961527316953,0.0002342174201115
2,0.336134375,0.336134375,0.0,1.5470871494427962,-1.276976960142684,0.0002529113130779
3,0.5042015625,0.5042015625,0.0,1.305168165496607,-1.241767442157713,0.000242141372878
4,0.67226875,0.67226875,0.0,0.7802239922147016,-0.9273368399350992,0.0002013420435135
5,0.8403359374999999,0.8403359374999999,0.0,0.3379417416050073,-0.718411035417157,0.0001440703448642
6,1.008403125,1.008403125,0.0,0.1147707282273056,-0.5988713817017909,8.632121339e-05
7,1.1764703125,1.1764703125,0.0,0.036069602719866,-0.3598211505976133,4.45202711777e-05
8,1.3445375,1.3445375,0.0,0.0132925371562428,-0.2028996890583328,2.14368430538e-05
9,1.5126046874999999,1.5126046874999999,0.0,0.006722747907724,-0.1771910581564864,1.4862489522e-05
10,1.6806718749999998,1.6806718749999998,0.0,0.0046361257182262,-0.1744996836277256,1.31826993273e-05
11,1.8487390625,1.8487390625,0.0,0.0040201505954526,-0.1759419267974225,1.4783813416e-05
12,2.01680625,2.01680625,0.0,0.0039536517897575,-0.1812106976603969,1.67395371287e-05
13,2.1848734375,2.1848734375,0.0,0.0040689235204496,-0.186027631276199,1.74057803346e-05
14,2.352940625,2.352940625,0.0,0.0042098001269051,-0.1863385680375369,1.68953769762e-05
15,2.5210078124999997,2.5210078124999997,0.0,0.0043060192909206,-0.1826913954574062,1.60764534448e-05
16,2.689075,2.689075,0.0,0.0043375502895551,-0.1805587564053635,2.28434639724e-05
17,2.8571421875,2.8571421875,0.0,0.0043060192909206,-0.1826913954574064,1.60764534448e-05
18,3.0252093749999998,3.0252093749999998,0.0,0.0042098001269051,-0.1863385680375376,1.68953769762e-05
19,3.1932765625,3.1932765625,0.0,0.0040689235204496,-0.1860276312762016,1.74057803346e-05
20,3.3613437499999996,3.3613437499999996,0.0,0.0039536517897575,-0.181210697660398,1.67395371287e-05
21,3.5294109375,3.5294109375,0.0,0.0040201505954526,-0.1759419267974219,1.4783813416e-05
22,3.697478125,3.697478125,0.0,0.0046361257182262,-0.1744996836277257,1.31826993273e-05
23,3.8655453124999997,3.8655453124999997,0.0,0.006722747907724,-0.1771910581564866,1.4862489522e-05
24,4.0336125,4.0336125,0.0,0.0132925371562428,-0.2028996890583326,2.14368430538e-05
25,4.2016796874999995,4.2016796874999995,0.0,0.036069602719866,-0.3598211505976115,4.45202711777e-05
26,4.369746875,4.369746875,0.0,0.1147707282273056,-0.598871381701781,8.632121339e-05
27,4.5378140625,4.5378140625,0.0,0.3379417416050073,-0.7184110354171613,0.0001440703448642
28,4.70588125,4.70588125,0.0,0.7802239922147016,-0.927336839935096,0.0002013420435135
29,4.8739484375,4.8739484375,0.0,1.305168165496607,-1.2417674421577063,0.000242141372878
30,5.0420156249999994,5.0420156249999994,0.0,1.5470871494427962,-1.2769769601426872,0.0002529113130779
31,5.2100828125,5.2100828125,0.0,1.3829010966332127,-0.8104961527316987,0.0002342174201115
