,x,y,z,density_qmc,vxc_qmc
0,0.0,0.0,0.0,0.0014689024081778,-0.2847841759299829
1,0.0,0.2138143125,0.2138143125,0.0059021467518878,-0.3304192195258792
2,0.0,0.427628625,0.427628625,0.0202234621438163,-0.3768137173400629
3,0.0,0.6414429375,0.6414429375,0.0411529330859314,-0.4190166233249558
4,0.0,0.85525725,0.85525725,0.0578453456247961,-0.4487044152440628
5,0.0,1.0690715625,1.0690715625,0.0625104468322585,-0.4610457580426413
6,0.0,1.282885875,1.282885875,0.0571299607524417,-0.4544251777892943
7,0.0,1.4967001875,1.4967001875,0.0480434500448671,-0.433640125536412
8,0.0,1.7105145,1.7105145,0.0395202053081409,-0.4093554401256048
9,0.0,1.9243288125,1.9243288125,0.0328364087380941,-0.38422643488853
10,0.0,2.138143125,2.138143125,0.0280472404801798,-0.3550390084040108
11,0.0,2.3519574375,2.3519574375,0.0251567393384266,-0.3311729755920584
12,0.0,2.56577175,2.56577175,0.0242208234832085,-0.3263747296035479
13,0.0,2.7795860625,2.7795860625,0.0252323603791124,-0.3415729536808682
14,0.0,2.993400375,2.993400375,0.0281313252107584,-0.3645678592775135
15,0.0,3.2072146875,3.2072146875,0.0328634884370308,-0.3847651579983668
16,0.0,3.421029,3.421029,0.0394655152337908,-0.4017616969662212
17,0.0,3.6348433125000006,3.6348433125000006,0.0479084154674567,-0.4200893096877102
18,0.0,3.848657625,3.848657625,0.0569541892657119,-0.4385561466411733
19,0.0,4.0624719375,4.0624719375,0.062372105366613,-0.4492500213154813
20,0.0,4.27628625,4.27628625,0.0577987629768413,-0.4459699165566274
21,0.0,4.4901005625,4.4901005625,0.0411551710301863,-0.4226804043062404
22,0.0,4.703914875,4.703914875,0.0202090375628025,-0.3772898081711616
23,0.0,4.917729187500001,4.917729187500001,0.005881104978801,-0.3193701900355554
24,0.2138143125,0.0,0.2138143125,0.0058664101301249,-0.3220814777670043
25,0.2138143125,0.2138143125,0.427628625,0.0170407280765381,-0.3775318995037319
26,0.2138143125,0.427628625,0.6414429375,0.0375780045357895,-0.4194726029636902
27,0.2138143125,0.6414429375,0.8552572500000001,0.0584536791512297,-0.4507798377012147
28,0.2138143125,0.85525725,1.0690715625,0.0691662589886475,-0.470096608159963
29,0.2138143125,1.0690715625,1.282885875,0.0677578241826536,-0.4759046303403342
30,0.2138143125,1.282885875,1.4967001875,0.0596751284058322,-0.4662949199521889
31,0.2138143125,1.4967001875,1.7105145000000002,0.0504740360331901,-0.4447464750349482
32,0.2138143125,1.7105145,1.9243288125,0.0426180222670292,-0.4190874786616841
33,0.2138143125,1.9243288125,2.138143125,0.0365723662158187,-0.3910672815348849
34,0.2138143125,2.138143125,2.3519574375,0.0324162898274607,-0.3647658400780726
35,0.2138143125,2.3519574375,2.56577175,0.0303075865141505,-0.3507147743150767
36,0.2138143125,2.56577175,2.7795860625,0.0303462830846113,-0.3553499098896024
37,0.2138143125,2.7795860625,2.993400375,0.0325025040562112,-0.3742619568990897
38,0.2138143125,2.993400375,3.2072146875,0.0366380709652958,-0.3964429330260517
39,0.2138143125,3.2072146875,3.421029,0.0426187654925188,-0.4176103209866401
40,0.2138143125,3.421029,3.6348433125,0.0503929339005361,-0.4367923708272953
41,0.2138143125,3.6348433125000006,3.848657625,0.059522760153191,-0.452111756394037
42,0.2138143125,3.848657625,4.062471937500001,0.0676220483215878,-0.4622484099412682
43,0.2138143125,4.0624719375,4.27628625,0.0691569266448679,-0.4658093558643948
44,0.2138143125,4.27628625,4.4901005625,0.0585598103369236,-0.4572117590037675
45,0.2138143125,4.4901005625,4.703914875000001,0.0376734227159558,-0.4284032400548803
46,0.2138143125,4.703914875,4.9177291875,0.0170649515722752,-0.3781406009335886
47,0.2138143125,4.917729187500001,5.131543500000001,0.0058636130997883,-0.3152919314904641
48,0.427628625,0.0,0.427628625,0.0201068126511572,-0.3768135092237533
49,0.427628625,0.2138143125,0.6414429375,0.0375065678618841,-0.4220559685217478
50,0.427628625,0.427628625,0.85525725,0.058433611487709,-0.4502486544507226
51,0.427628625,0.6414429375,1.0690715625,0.072564370917812,-0.4709376644100116
52,0.427628625,0.85525725,1.282885875,0.0751212977587694,-0.4827953965924021
53,0.427628625,1.0690715625,1.4967001875,0.0693436779478939,-0.4852719279902355
54,0.427628625,1.282885875,1.7105145000000002,0.0607344991793219,-0.4722156684222445
55,0.427628625,1.4967001875,1.9243288125,0.052569686335606,-0.448122989944299
56,0.427628625,1.7105145,2.138143125,0.0458066781437267,-0.4222251681368874
57,0.427628625,1.9243288125,2.3519574375000003,0.0406327993984743,-0.3977555783935875
58,0.427628625,2.138143125,2.56577175,0.0373317314397274,-0.3801048377316631
59,0.427628625,2.3519574375,2.7795860625,0.0362073093797489,-0.3747476512883969
60,0.427628625,2.56577175,2.993400375,0.0373790636125576,-0.3843487014793512
